timestamp,cycle_time,throughput,robot_distance,idle_time,reward,status
1776107540.3337088,0.84,0,1.908,0.0,N/A,Assembly
1776107540.3387425,0.85,0,1.909,0.0,N/A,Assembly
1776107540.3439605,0.86,0,1.909,0.0,N/A,Assembly
1776107540.349088,0.86,0,1.91,0.0,N/A,Assembly
1776107540.3538828,0.87,0,1.911,0.0,N/A,Assembly
1776107540.3589153,0.87,0,1.912,0.0,N/A,Assembly
1776107540.364316,0.88,0,1.912,0.0,N/A,Assembly
1776107540.3693004,0.88,0,1.913,0.0,N/A,Assembly
1776107540.3743348,0.89,0,1.914,0.0,N/A,Assembly
1776107540.3794496,0.89,0,1.915,0.0,N/A,Assembly
1776107540.3844368,0.9,0,1.915,0.0,N/A,Assembly
1776107540.389588,0.9,0,1.916,0.0,N/A,Assembly
1776107540.3946888,0.91,0,1.917,0.0,N/A,Assembly
1776107540.399723,0.91,0,1.918,0.0,N/A,Assembly
1776107540.4047992,0.92,0,1.918,0.0,N/A,Assembly
1776107540.4098547,0.92,0,1.919,0.0,N/A,Assembly
1776107540.414876,0.93,0,1.92,0.0,N/A,Assembly
1776107540.4198961,0.93,0,1.92,0.0,N/A,Assembly
1776107540.4250076,0.94,0,1.921,0.0,N/A,Assembly
1776107540.4300215,0.94,0,1.922,0.0,N/A,Assembly
1776107540.4350812,0.95,0,1.923,0.0,N/A,Assembly
1776107540.4407914,0.95,0,1.923,0.0,N/A,Assembly
1776107540.4457748,0.96,0,1.924,0.0,N/A,Assembly
1776107540.4508672,0.96,0,1.925,0.0,N/A,Assembly
1776107540.4559584,0.97,0,1.926,0.0,N/A,Assembly
1776107540.461067,0.97,0,1.926,0.0,N/A,Assembly
1776107540.4662058,0.98,0,1.927,0.0,N/A,Assembly
1776107540.471525,0.98,0,1.928,0.0,N/A,Assembly
1776107540.4765458,0.99,0,1.929,0.0,N/A,Assembly
1776107540.481596,0.99,0,1.929,0.0,N/A,Assembly
1776107540.4868279,1.0,0,1.93,0.0,N/A,Assembly
1776107540.4918702,1.0,0,1.931,0.0,N/A,Assembly
1776107540.4969995,1.01,0,1.932,0.0,N/A,Assembly
1776107540.5025387,1.01,0,1.932,0.0,N/A,Assembly
1776107540.5076494,1.02,0,1.933,0.0,N/A,Assembly
1776107540.513199,1.02,0,1.934,0.0,N/A,Assembly
1776107540.5177193,1.03,0,1.935,0.0,N/A,Assembly
1776107540.5232747,1.03,0,1.935,0.0,N/A,Assembly
1776107540.5279193,1.04,0,1.936,0.0,N/A,Assembly
1776107540.5329566,1.04,0,1.937,0.0,N/A,Assembly
1776107540.5380042,1.05,0,1.938,0.0,N/A,Assembly
1776107540.5431685,1.05,0,1.938,0.0,N/A,Assembly
1776107540.5482197,1.06,0,1.939,0.0,N/A,Assembly
1776107540.5528364,1.06,0,1.94,0.0,N/A,Assembly
1776107540.557873,1.07,0,1.941,0.0,N/A,Assembly
1776107540.5629086,1.07,0,1.941,0.0,N/A,Assembly
1776107540.56794,1.08,0,1.942,0.0,N/A,Assembly
1776107540.5729902,1.08,0,1.943,0.0,N/A,Assembly
1776107540.5780237,1.09,0,1.944,0.0,N/A,Assembly
1776107540.583107,1.09,0,1.944,0.0,N/A,Assembly
1776107540.588662,1.1,0,1.945,0.0,N/A,Assembly
1776107540.5936117,1.1,0,1.946,0.0,N/A,Assembly
1776107540.598889,1.11,0,1.947,0.0,N/A,Assembly
1776107540.6035502,1.11,0,1.947,0.0,N/A,Assembly
1776107540.6086452,1.12,0,1.948,0.0,N/A,Assembly
1776107540.6138227,1.13,0,1.949,0.0,N/A,Assembly
1776107540.6188688,1.13,0,1.95,0.0,N/A,Assembly
1776107540.6239278,1.14,0,1.95,0.0,N/A,Assembly
1776107540.62897,1.14,0,1.951,0.0,N/A,Assembly
1776107540.6340678,1.15,0,1.952,0.0,N/A,Assembly
1776107540.6391127,1.15,0,1.953,0.0,N/A,Assembly
1776107540.6439667,1.16,0,1.953,0.0,N/A,Assembly
1776107540.6489923,1.16,0,1.954,0.0,N/A,Assembly
1776107540.6536138,1.16,0,1.955,0.0,N/A,Assembly
1776107540.6587086,1.17,0,1.956,0.0,N/A,Assembly
1776107540.663824,1.18,0,1.956,0.0,N/A,Assembly
1776107540.6688344,1.18,0,1.957,0.0,N/A,Assembly
1776107540.6738763,1.19,0,1.958,0.0,N/A,Assembly
1776107540.678901,1.19,0,1.959,0.0,N/A,Assembly
1776107540.6839333,1.2,0,1.959,0.0,N/A,Assembly
1776107540.689022,1.2,0,1.96,0.0,N/A,Assembly
1776107540.6941712,1.21,0,1.961,0.0,N/A,Assembly
1776107540.6992176,1.21,0,1.962,0.0,N/A,Assembly
1776107540.704251,1.22,0,1.962,0.0,N/A,Assembly
1776107540.7092266,1.22,0,1.963,0.0,N/A,Assembly
1776107540.7142675,1.23,0,1.964,0.0,N/A,Assembly
1776107540.7192838,1.23,0,1.965,0.0,N/A,Assembly
1776107540.7243073,1.24,0,1.965,0.0,N/A,Assembly
1776107540.7293265,1.24,0,1.966,0.0,N/A,Assembly
1776107540.7344396,1.25,0,1.967,0.0,N/A,Assembly
1776107540.739611,1.25,0,1.968,0.0,N/A,Assembly
1776107540.7446744,1.26,0,1.968,0.0,N/A,Assembly
1776107540.7494957,1.26,0,1.969,0.0,N/A,Assembly
1776107540.7545483,1.27,0,1.97,0.0,N/A,Assembly
1776107540.7596836,1.27,0,1.971,0.0,N/A,Assembly
1776107540.764718,1.28,0,1.971,0.0,N/A,Assembly
1776107540.7702498,1.28,0,1.972,0.0,N/A,Assembly
1776107540.774781,1.29,0,1.973,0.0,N/A,Assembly
1776107540.7797976,1.29,0,1.974,0.0,N/A,Assembly
1776107540.7848334,1.3,0,1.974,0.0,N/A,Assembly
1776107540.7900708,1.3,0,1.975,0.0,N/A,Assembly
1776107540.7952528,1.31,0,1.976,0.0,N/A,Assembly
1776107540.8002634,1.31,0,1.977,0.0,N/A,Assembly
1776107540.8053362,1.32,0,1.977,0.0,N/A,Assembly
1776107540.810505,1.32,0,1.978,0.0,N/A,Assembly
1776107540.8157978,1.33,0,1.979,0.0,N/A,Assembly
1776107540.8208454,1.33,0,1.98,0.0,N/A,Assembly
1776107540.8261368,1.34,0,1.98,0.0,N/A,Assembly
1776107540.8312674,1.34,0,1.981,0.0,N/A,Assembly
1776107540.8363078,1.35,0,1.982,0.0,N/A,Assembly
1776107540.841333,1.35,0,1.983,0.0,N/A,Assembly
