step,x,y,target_dist,reward,timestamp
71,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0846465
72,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.084672
73,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.084698
74,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0847235
75,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0847518
76,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0847778
77,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.084806
78,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0848322
79,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.084858
80,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0848835
81,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.084909
82,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.084935
83,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0849607
84,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0849867
85,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0850122
86,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.085041
87,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0850668
88,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0850928
89,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0851183
90,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0851438
91,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0851693
92,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.085195
93,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.085221
94,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.085247
95,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0852723
96,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.085298
97,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.085324
98,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0853498
99,3.4345475680901307,3.3306955427171925,6.530372119782519,-6.530372119782519,1774774013.0853755
